,datetimeepoch,temp,feelslike,humidity,dew,precip,windspeed,visibilty,cloudcover,conditions,date,hr,datetime,instant,dteday,season,yr,mnth,hr-2,holiday,weekday,workingday,weathersit,temp-2,atemp,hum,windspeed-2,casual,registered,cnt,datetime-2
127,1294336800,38.9,35.4,35.82,14.1,0.0,4.8,9.9,44.6,Partially cloudy,20110106,13,2011010613,128,20110106,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,2011010613
128,1294340400,40.7,36.0,35.47,15.4,0.0,6.9,9.9,0.0,Clear,20110106,14,2011010614,129,20110106,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,2011010614
129,1294344000,40.8,36.3,35.34,15.4,0.0,6.6,9.9,24.4,Partially cloudy,20110106,15,2011010615,130,20110106,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,2011010615
130,1294347600,38.9,33.9,38.01,15.4,0.0,6.8,9.9,24.4,Partially cloudy,20110106,16,2011010616,131,20110106,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,2011010616
131,1294351200,35.6,30.1,51.13,19.3,0.0,6.6,9.9,24.4,Partially cloudy,20110106,17,2011010617,132,20110106,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,2011010617
132,1294354800,34.7,29.9,52.26,18.9,0.0,5.4,9.9,24.4,Partially cloudy,20110106,18,2011010618,133,20110106,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,2011010618
133,1294358400,34.3,31.5,56.81,20.6,0.0,3.3,9.9,79.3,Partially cloudy,20110107,19,2011010719,157,20110107,1,0,1,19,0,5,1,1,0.16,0.19699999999999998,0.55,0.0896,3,92,95,2011010719
134,1294362000,33.2,27.2,52.55,17.7,0.0,6.6,9.9,89.3,Partially cloudy,20110107,20,2011010720,158,20110107,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,2011010720
135,1294365600,34.5,27.5,56.79,20.7,0.0,8.7,9.9,99.2,Overcast,20110107,21,2011010721,159,20110107,1,0,1,21,0,5,1,1,0.18,0.19699999999999998,0.47,0.1343,0,39,39,2011010721
136,1294369200,34.8,26.8,53.56,19.7,0.0,11.0,9.9,100.0,Overcast,20110107,22,2011010722,160,20110107,1,0,1,22,0,5,1,2,0.18,0.19699999999999998,0.43,0.1642,2,34,36,2011010722
137,1294372800,33.6,27.0,59.16,20.9,0.0,7.6,9.9,96.4,Overcast,20110107,23,2011010723,161,20110107,1,0,1,23,0,5,1,2,0.18,0.19699999999999998,0.51,0.1642,1,14,15,2011010723
138,1294376400,33.6,26.4,60.26,21.3,0.0,8.8,9.9,96.4,Overcast,20110107,0,201101070,139,20110107,1,0,1,0,0,5,1,2,0.2,0.19699999999999998,0.64,0.19399999999999998,4,13,17,201101070
139,1294380000,33.5,26.3,67.95,24.1,0.0,8.7,9.9,96.0,Overcast,20110107,1,201101071,140,20110107,1,0,1,1,0,5,1,2,0.2,0.19699999999999998,0.69,0.2239,2,5,7,201101071
140,1294383600,33.5,27.0,64.52,22.8,0.0,7.5,9.9,99.2,Overcast,20110107,2,201101072,141,20110107,1,0,1,2,0,5,1,2,0.2,0.19699999999999998,0.69,0.2239,0,1,1,201101072
141,1294390800,33.1,27.9,69.53,24.3,0.0,5.6,9.9,100.0,Overcast,20110107,4,201101074,142,20110107,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,201101074
142,1294394400,33.6,29.2,65.06,23.1,0.0,4.7,9.9,99.2,Overcast,20110107,5,201101075,143,20110107,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,201101075
143,1294398000,33.7,33.7,69.89,24.9,0.0,0.5,9.9,99.6,Overcast,20110107,6,201101076,144,20110107,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,201101076
144,1294401600,33.5,28.3,69.06,24.4,0.0,5.6,9.9,51.0,Partially cloudy,20110107,7,201101077,145,20110107,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,201101077
145,1294405200,33.7,25.6,52.0,17.9,0.0,10.3,9.9,83.9,Partially cloudy,20110107,8,201101078,146,20110107,1,0,1,8,0,5,1,1,0.2,0.19699999999999998,0.51,0.2537,20,190,210,201101078
146,1294408800,33.7,24.5,47.74,15.9,0.0,13.0,9.9,81.3,Partially cloudy,20110107,9,201101079,147,20110107,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,201101079
147,1294412400,35.1,25.9,38.97,12.6,0.0,14.0,9.9,40.4,Partially cloudy,20110107,10,2011010710,148,20110107,1,0,1,10,0,5,1,1,0.22,0.19699999999999998,0.37,0.3284,16,47,63,2011010710
148,1294416000,33.7,26.2,40.85,12.4,0.0,9.3,9.9,95.6,Overcast,20110107,11,2011010711,149,20110107,1,0,1,11,0,5,1,2,0.2,0.19699999999999998,0.4,0.2239,19,48,67,2011010711
149,1294419600,33.7,25.7,37.29,10.4,0.0,10.3,9.9,93.8,Overcast,20110107,12,2011010712,150,20110107,1,0,1,12,0,5,1,2,0.2,0.19699999999999998,0.37,0.2537,9,50,59,2011010712
150,1294423200,33.8,25.3,37.23,10.3,0.0,11.2,9.9,92.9,Overcast,20110107,13,2011010713,151,20110107,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,2011010713
151,1294426800,33.7,25.9,40.01,12.0,0.0,9.9,9.9,92.8,Overcast,20110107,14,2011010714,152,20110107,1,0,1,14,0,5,1,2,0.2,0.19699999999999998,0.4,0.2537,7,43,50,2011010714
152,1294430400,33.4,27.4,38.49,10.7,0.0,6.6,9.9,98.8,Overcast,20110107,15,2011010715,153,20110107,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,2011010715
153,1294434000,33.7,27.8,37.97,10.7,0.0,6.6,9.9,95.6,Overcast,20110107,16,2011010716,154,20110107,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,2011010716
154,1294437600,33.2,33.2,38.75,10.7,0.0,0.2,9.9,89.1,Partially cloudy,20110107,17,2011010717,155,20110107,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,2011010717
155,1294441200,32.9,30.2,42.36,12.5,0.0,3.1,9.9,79.3,Partially cloudy,20110107,18,2011010718,156,20110107,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,2011010718
156,1294444800,30.0,26.6,53.61,15.2,0.0,3.3,9.9,82.9,Partially cloudy,20110108,19,2011010819,181,20110108,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,2011010819
157,1294448400,31.5,27.3,47.95,14.0,0.0,4.2,9.9,90.1,Overcast,20110108,20,2011010820,182,20110108,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,2011010820
158,1294452000,31.6,26.4,47.66,13.9,0.0,5.2,9.9,90.1,Overcast,20110108,21,2011010821,183,20110108,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,2011010821
159,1294455600,31.5,25.3,45.38,12.8,0.0,6.4,9.9,100.0,Overcast,20110108,22,2011010822,184,20110108,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,2011010822
160,1294459200,31.7,26.1,47.79,14.1,0.0,5.8,9.9,100.0,Overcast,20110108,23,2011010823,185,20110108,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,2011010823
161,1294462800,31.7,25.4,52.04,16.1,0.0,6.6,9.9,100.0,Overcast,20110108,0,201101080,162,20110108,1,0,1,0,0,6,0,2,0.18,0.19699999999999998,0.51,0.1642,1,24,25,201101080
162,1294466400,31.8,26.6,54.59,17.3,0.0,5.3,8.8,100.0,Overcast,20110108,1,201101081,163,20110108,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,201101081
163,1294470000,31.7,31.7,54.83,17.3,0.0,0.5,9.9,100.0,Overcast,20110108,2,201101082,164,20110108,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,201101082
164,1294473600,31.8,25.5,55.67,17.7,0.0,6.6,8.8,100.0,Overcast,20110108,3,201101083,165,20110108,1,0,1,3,0,6,0,3,0.18,0.19699999999999998,0.55,0.1642,0,7,7,201101083
165,1294477200,31.7,25.5,61.27,19.9,0.0,6.4,8.8,100.0,Overcast,20110108,4,201101084,166,20110108,1,0,1,4,0,6,0,3,0.18,0.19699999999999998,0.55,0.1642,0,1,1,201101084
166,1294480800,30.3,23.9,74.48,23.1,0.0,6.3,9.9,100.0,Overcast,20110108,5,201101085,167,20110108,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,201101085
167,1294484400,30.2,23.9,78.98,24.5,0.0,6.3,6.6,100.0,Overcast,20110108,6,201101086,168,20110108,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,201101086
168,1294488000,29.8,25.2,76.12,23.2,0.0,4.3,9.9,99.8,Overcast,20110108,7,201101087,169,20110108,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,201101087
169,1294491600,30.1,26.6,74.77,23.1,0.0,3.5,6.3,99.2,Overcast,20110108,8,201101088,170,20110108,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,201101088
170,1294495200,30.0,23.7,87.4,26.7,0.01,6.1,3.0,100.0,"Snow, Overcast",20110108,9,201101089,171,20110108,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,201101089
171,1294498800,31.7,31.7,81.86,26.8,0.0,0.2,8.0,98.6,Overcast,20110108,10,2011010810,172,20110108,1,0,1,10,0,6,0,2,0.18,0.19699999999999998,0.8,0.1642,5,56,61,2011010810
172,1294502400,33.2,24.2,70.75,24.7,0.0,12.2,9.9,97.3,Overcast,20110108,11,2011010811,173,20110108,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,2011010811
173,1294506000,33.2,23.1,60.8,21.1,0.0,15.0,9.9,97.4,Overcast,20110108,12,2011010812,174,20110108,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,2011010812
174,1294509600,33.6,24.1,44.81,14.4,0.0,13.8,9.9,83.9,Partially cloudy,20110108,13,2011010813,175,20110108,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,2011010813
175,1294513200,33.7,22.0,32.93,7.5,0.0,20.6,9.9,45.6,Partially cloudy,20110108,14,2011010814,176,20110108,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,2011010814
176,1294516800,33.5,22.5,31.74,6.6,0.0,18.3,9.9,81.3,Partially cloudy,20110108,15,2011010815,177,20110108,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,2011010815
177,1294520400,31.7,20.0,30.0,3.8,0.0,18.6,9.9,80.3,Partially cloudy,20110108,16,2011010816,178,20110108,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,2011010816
178,1294524000,29.8,16.4,37.22,6.8,0.0,22.8,9.9,79.3,Partially cloudy,20110108,17,2011010817,179,20110108,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,2011010817
179,1294527600,28.4,17.9,38.7,6.4,0.0,13.0,9.9,28.0,Partially cloudy,20110108,18,2011010818,180,20110108,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,2011010818
180,1294531200,28.0,18.3,36.97,5.0,0.0,11.0,9.9,24.4,Partially cloudy,20110109,19,2011010919,205,20110109,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,2011010919
181,1294534800,26.5,16.4,37.03,3.7,0.0,10.9,9.9,24.4,Partially cloudy,20110109,20,2011010920,206,20110109,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,2011010920
182,1294538400,26.1,13.9,39.96,5.0,0.0,15.2,9.9,24.4,Partially cloudy,20110109,21,2011010921,207,20110109,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,2011010921
183,1294542000,26.0,13.4,37.66,3.6,0.0,16.3,9.9,24.4,Partially cloudy,20110109,22,2011010922,208,20110109,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,2011010922
184,1294545600,24.7,11.0,39.66,3.6,0.0,18.2,9.9,24.4,Partially cloudy,20110109,23,2011010923,209,20110109,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.19399999999999998,0,6,6,2011010923
185,1294549200,24.3,11.1,43.15,5.0,0.0,16.4,9.9,0.0,Clear,20110109,0,201101090,186,20110109,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,201101090
186,1294552800,24.2,10.0,43.46,5.1,0.0,19.1,9.9,0.0,Clear,20110109,1,201101091,187,20110109,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,201101091
187,1294556400,24.2,10.0,46.21,6.4,0.0,19.1,9.9,0.0,Clear,20110109,2,201101092,188,20110109,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,201101092
188,1294560000,24.2,10.7,47.3,7.0,0.0,17.2,9.9,0.0,Clear,20110109,3,201101093,189,20110109,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,201101093
189,1294563600,22.9,13.4,52.9,8.2,0.0,8.5,9.9,0.0,Clear,20110109,4,201101094,190,20110109,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.19399999999999998,0,1,1,201101094
190,1294567200,22.9,12.0,52.97,8.3,0.0,10.7,9.9,0.0,Clear,20110109,5,201101095,191,20110109,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.19399999999999998,0,1,1,201101095
191,1294570800,24.1,13.2,50.22,8.2,0.0,11.5,9.9,0.0,Clear,20110109,6,201101096,192,20110109,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,201101096
192,1294574400,22.8,13.5,53.09,8.3,0.0,8.2,9.9,0.0,Clear,20110109,7,201101097,193,20110109,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.19399999999999998,1,5,6,201101097
193,1294578000,24.2,13.0,50.07,8.2,0.0,11.9,9.9,0.0,Clear,20110109,8,201101098,194,20110109,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,201101098
194,1294581600,26.0,11.7,46.46,8.2,0.0,21.5,9.9,0.0,Clear,20110109,9,201101099,195,20110109,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,201101099
195,1294585200,28.1,16.0,43.57,8.7,0.0,16.6,9.9,24.4,Partially cloudy,20110109,10,2011010910,196,20110109,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,2011010910
196,1294588800,29.8,16.6,40.59,8.8,0.0,21.8,9.9,44.6,Partially cloudy,20110109,11,2011010911,197,20110109,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,2011010911
197,1294592400,31.8,20.2,37.52,8.8,0.0,18.3,9.9,44.6,Partially cloudy,20110109,12,2011010912,198,20110109,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,2011010912
198,1294596000,33.2,21.9,35.48,8.8,0.0,18.7,9.9,44.6,Partially cloudy,20110109,13,2011010913,199,20110109,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,2011010913
199,1294599600,35.0,24.1,33.09,8.8,0.0,19.3,9.9,44.6,Partially cloudy,20110109,14,2011010914,200,20110109,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,2011010914
200,1294603200,35.0,25.1,35.16,10.2,0.0,15.8,9.9,24.4,Partially cloudy,20110109,15,2011010915,201,20110109,1,0,1,15,0,0,0,1,0.22,0.19699999999999998,0.35,0.3582,5,77,82,2011010915
201,1294606800,33.7,22.7,34.77,8.8,0.0,18.3,9.9,24.4,Partially cloudy,20110109,16,2011010916,202,20110109,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,2011010916
202,1294610400,31.8,21.0,36.94,8.4,0.0,16.0,9.9,44.6,Partially cloudy,20110109,17,2011010917,203,20110109,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,2011010917
203,1294614000,30.3,19.9,39.94,8.8,0.0,13.6,9.9,44.6,Partially cloudy,20110109,18,2011010918,204,20110109,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,2011010918
204,1294617600,30.2,19.6,42.64,10.2,0.0,14.3,9.9,24.4,Partially cloudy,20110110,19,2011011019,229,20110110,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,2011011019
205,1294621200,28.5,19.1,45.7,10.2,0.0,10.6,9.9,0.0,Clear,20110110,20,2011011020,230,20110110,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,2011011020
206,1294624800,28.4,16.3,45.84,10.2,0.0,16.9,9.9,0.0,Clear,20110110,21,2011011021,231,20110110,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.19399999999999998,1,37,38,2011011021
207,1294628400,28.0,17.4,46.63,10.2,0.0,12.7,9.9,0.0,Clear,20110110,22,2011011022,232,20110110,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,2011011022
208,1294632000,26.5,18.1,49.59,10.2,0.0,8.1,9.9,0.0,Clear,20110110,23,2011011023,233,20110110,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,2011011023
209,1294635600,26.1,15.7,50.49,10.2,0.0,11.3,9.9,0.0,Clear,20110110,0,201101100,210,20110110,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,201101100
210,1294639200,26.1,15.7,50.56,10.2,0.0,11.3,9.9,0.0,Clear,20110110,1,201101101,211,20110110,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,201101101
211,1294642800,25.9,16.8,51.04,10.3,0.0,9.0,9.9,0.0,Clear,20110110,2,201101102,212,20110110,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,201101102
212,1294646400,25.9,16.7,50.93,10.2,0.0,9.1,9.9,0.0,Clear,20110110,3,201101103,213,20110110,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,201101103
213,1294650000,24.7,17.7,53.54,10.2,0.0,5.9,9.9,0.0,Clear,20110110,4,201101104,214,20110110,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,201101104
214,1294653600,24.7,14.7,53.67,10.2,0.0,10.0,9.9,0.0,Clear,20110110,5,201101105,215,20110110,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,201101105
215,1294657200,26.0,15.6,51.09,10.3,0.0,11.2,9.9,79.3,Partially cloudy,20110110,6,201101106,216,20110110,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,201101106
216,1294660800,26.1,16.8,51.73,10.7,0.0,9.3,9.9,79.3,Partially cloudy,20110110,7,201101107,217,20110110,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,201101107
217,1294664400,26.1,15.7,51.71,10.7,0.0,11.3,9.9,89.1,Partially cloudy,20110110,8,201101108,218,20110110,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,201101108
218,1294668000,28.0,18.6,50.53,12.0,0.0,10.4,9.9,94.6,Overcast,20110110,9,201101109,219,20110110,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,201101109
219,1294671600,28.5,18.1,49.54,12.0,0.0,12.6,9.9,96.0,Overcast,20110110,10,2011011010,220,20110110,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,2011011010
220,1294675200,29.9,20.4,46.88,12.0,0.0,11.3,9.9,92.9,Overcast,20110110,11,2011011011,221,20110110,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,2011011011
221,1294678800,33.2,24.5,41.18,12.1,0.0,11.5,9.9,96.0,Overcast,20110110,12,2011011012,222,20110110,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,2011011012
222,1294682400,33.7,25.1,40.76,12.4,0.0,11.6,9.9,96.6,Overcast,20110110,13,2011011013,223,20110110,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,2011011013
223,1294686000,33.7,26.3,41.07,12.5,0.0,9.0,9.9,94.3,Overcast,20110110,14,2011011014,224,20110110,1,0,1,14,0,1,1,2,0.2,0.19699999999999998,0.4,0.2239,0,47,47,2011011014
224,1294689600,33.7,26.3,40.93,12.5,0.0,9.1,9.9,94.7,Overcast,20110110,15,2011011015,225,20110110,1,0,1,15,0,1,1,2,0.2,0.19699999999999998,0.4,0.2239,2,43,45,2011011015
225,1294693200,33.7,28.3,41.04,12.5,0.0,5.9,9.9,84.9,Partially cloudy,20110110,16,2011011016,226,20110110,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,2011011016
226,1294696800,33.6,29.0,41.37,12.5,0.0,4.9,9.9,86.1,Partially cloudy,20110110,17,2011011017,227,20110110,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,2011011017
227,1294700400,33.1,25.8,42.37,12.7,0.0,8.6,9.9,86.5,Partially cloudy,20110110,18,2011011018,228,20110110,1,0,1,18,0,1,1,1,0.2,0.19699999999999998,0.4,0.2239,1,154,155,2011011018
228,1294704000,30.2,23.5,47.32,12.6,0.0,6.8,9.9,79.3,Partially cloudy,20110111,19,2011011119,251,20110111,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,2011011119
229,1294707600,29.7,23.1,51.76,14.1,0.0,6.5,9.9,44.6,Partially cloudy,20110111,20,2011011120,252,20110111,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.19399999999999998,0,32,32,2011011120
230,1294711200,28.3,20.6,58.01,15.4,0.0,7.5,9.9,44.6,Partially cloudy,20110111,21,2011011121,253,20110111,1,0,1,21,0,2,1,3,0.16,0.19699999999999998,0.86,0.0896,0,20,20,2011011121
231,1294714800,27.5,20.7,59.92,15.4,0.0,6.2,9.9,24.4,Partially cloudy,20110111,22,2011011122,254,20110111,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,2011011122
232,1294718400,27.3,20.5,60.34,15.4,0.0,6.2,9.9,46.4,Partially cloudy,20110111,23,2011011123,255,20110111,1,0,1,23,0,2,1,3,0.16,0.19699999999999998,0.93,0.0896,1,18,19,2011011123
233,1294722000,27.8,23.0,59.42,15.5,0.0,4.2,9.9,86.5,Partially cloudy,20110111,0,201101110,234,20110111,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,201101110
234,1294725600,27.5,20.7,60.27,15.5,0.0,6.2,9.9,89.3,Partially cloudy,20110111,1,201101111,235,20110111,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,201101111
235,1294729200,29.5,22.3,57.68,16.4,0.0,7.2,9.9,100.0,Overcast,20110111,2,201101112,236,20110111,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.19399999999999998,0,3,3,201101112
236,1294740000,29.8,24.1,55.4,15.8,0.0,5.4,9.9,98.2,Overcast,20110111,5,201101115,237,20110111,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,201101115
237,1294743600,30.2,24.8,54.63,15.8,0.0,5.2,9.9,99.6,Overcast,20110111,6,201101116,238,20110111,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,201101116
238,1294747200,30.2,30.2,55.51,16.2,0.0,0.2,9.9,97.4,Overcast,20110111,7,201101117,239,20110111,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,201101117
239,1294750800,31.6,31.6,51.68,15.8,0.0,3.0,9.9,98.8,Overcast,20110111,8,201101118,240,20110111,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,201101118
240,1294754400,31.7,27.3,51.95,16.0,0.0,4.4,9.9,99.2,Overcast,20110111,9,201101119,241,20110111,1,0,1,9,0,2,1,2,0.18,0.19699999999999998,0.51,0.1642,3,127,130,201101119
241,1294758000,33.1,27.1,51.56,17.2,0.0,6.7,9.9,100.0,Overcast,20110111,10,2011011110,242,20110111,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,2011011110
242,1294761600,33.2,27.9,48.86,16.0,0.0,5.6,9.9,100.0,Overcast,20110111,11,2011011111,243,20110111,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,2011011111
243,1294765200,33.6,28.3,48.31,16.1,0.0,5.7,8.4,100.0,Overcast,20110111,12,2011011112,244,20110111,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,2011011112
244,1294768800,33.6,33.6,52.25,17.9,0.0,0.2,8.5,100.0,Overcast,20110111,13,2011011113,245,20110111,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,2011011113
245,1294772400,31.9,28.8,65.34,21.5,0.0,3.2,5.4,100.0,Overcast,20110111,14,2011011114,246,20110111,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,2011011114
246,1294776000,30.4,30.4,78.01,24.4,0.0,0.5,9.9,100.0,Overcast,20110111,15,2011011115,247,20110111,1,0,1,15,0,2,1,2,0.16,0.19699999999999998,0.8,0.0896,2,45,47,2011011115
247,1294779600,31.7,26.0,74.8,24.6,0.0,5.9,8.2,100.0,Overcast,20110111,16,2011011116,248,20110111,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,2011011116
248,1294783200,30.3,25.2,80.35,24.9,0.0,4.8,9.9,100.0,Overcast,20110111,17,2011011117,249,20110111,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,2011011117
249,1294786800,30.0,25.0,92.91,28.2,0.01,4.6,1.9,100.0,"Snow, Overcast",20110111,18,2011011118,250,20110111,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,2011011118
250,1294790400,29.9,29.9,93.4,28.2,0.01,0.0,1.9,100.0,"Snow, Overcast",20110112,19,2011011219,273,20110112,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,2011011219
251,1294794000,29.9,23.1,93.14,28.1,0.03,6.8,1.2,56.9,"Snow, Partially cloudy",20110112,20,2011011220,274,20110112,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,2011011220
252,1294797600,29.9,29.9,93.13,28.1,0.02,0.0,1.3,100.0,"Snow, Overcast",20110112,21,2011011221,275,20110112,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,2011011221
253,1294801200,30.0,24.9,93.41,28.3,0.01,4.8,1.9,100.0,"Snow, Overcast",20110112,22,2011011222,276,20110112,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,2011011222
254,1294804800,30.0,30.0,87.66,26.7,0.01,0.2,6.4,89.4,"Snow, Partially cloudy",20110112,23,2011011223,277,20110112,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,2011011223
255,1294808400,29.9,25.8,88.06,26.8,0.0,3.8,8.3,100.0,Overcast,20110112,0,201101120,256,20110112,1,0,1,0,0,3,1,2,0.16,0.19699999999999998,0.86,0.0896,0,7,7,201101120
