instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
286,1/12/2012,1,1,1,23,0,4,1,1,0.4,0.4091,0.76,0.3284,7,60,67
287,1/13/2012,1,1,1,0,0,5,1,2,0.4,0.4091,0.71,0.2836,4,38,42
288,1/13/2012,1,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,0,12,12
289,1/13/2012,1,1,1,2,0,5,1,1,0.4,0.4091,0.76,0.3582,1,13,14
290,1/13/2012,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,3,4,7
291,1/13/2012,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,1,2,3
292,1/13/2012,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,0,21,21
293,1/13/2012,1,1,1,6,0,5,1,2,0.26,0.2576,0.75,0.2239,2,71,73
294,1/13/2012,1,1,1,7,0,5,1,1,0.26,0.2576,0.6,0.2239,3,174,177
295,1/13/2012,1,1,1,8,0,5,1,1,0.24,0.2121,0.52,0.3582,11,408,419
296,1/13/2012,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,10,204,214
297,1/13/2012,1,1,1,10,0,5,1,1,0.24,0.197,0.44,0.4478,2,101,103
298,1/13/2012,1,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,12,102,114
299,1/13/2012,1,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,14,140,154
300,1/13/2012,1,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,14,140,154
301,1/13/2012,1,1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,10,119,129
302,1/13/2012,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,15,123,138
303,1/13/2012,1,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,18,215,233
304,1/13/2012,1,1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,15,317,332
305,1/13/2012,1,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,7,294,301
306,1/13/2012,1,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,7,199,206
307,1/13/2012,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,6,130,136
308,1/13/2012,1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,7,95,102
309,1/13/2012,1,1,1,22,0,5,1,1,0.2,0.1818,0.47,0.3284,7,58,65
310,1/13/2012,1,1,1,23,0,5,1,1,0.18,0.1818,0.47,0.194,5,60,65
311,1/14/2012,1,1,1,0,0,6,0,1,0.16,0.1818,0.47,0.1045,2,42,44
312,1/14/2012,1,1,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,6,44,50
313,1/14/2012,1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,6,32,38
314,1/14/2012,1,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,6,14,20
315,1/14/2012,1,1,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,0,3,3
316,1/14/2012,1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0,4,4
317,1/14/2012,1,1,1,6,0,6,0,1,0.14,0.1515,0.5,0,0,5,5
318,1/14/2012,1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0,24,24
319,1/14/2012,1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,3,89,92
320,1/14/2012,1,1,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,3,78,81
321,1/14/2012,1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0,14,135,149
322,1/14/2012,1,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,28,150,178
323,1/14/2012,1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,30,189,219
324,1/14/2012,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182,220
325,1/14/2012,1,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,52,179,231
326,1/14/2012,1,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,49,177,226
327,1/14/2012,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178,206
328,1/14/2012,1,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,15,129,144
329,1/14/2012,1,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,21,122,143
330,1/14/2012,1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,12,90,102
331,1/14/2012,1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,8,95,103
332,1/14/2012,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,3,66,69
333,1/14/2012,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62,66
334,1/14/2012,1,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,5,71,76
335,1/15/2012,1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,9,50,59
336,1/15/2012,1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,2,40,42
337,1/15/2012,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,5,38,43
338,1/15/2012,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,1,24,25
339,1/15/2012,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5,6
340,1/15/2012,1,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,0,5,5
341,1/15/2012,1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,1,7,8
342,1/15/2012,1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,3,14,17
343,1/15/2012,1,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,2,34,36
344,1/15/2012,1,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,10,80,90
345,1/15/2012,1,1,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,11,115,126
346,1/15/2012,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,21,144,165
347,1/15/2012,1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,42,192,234
348,1/15/2012,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,40,184,224
349,1/15/2012,1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,25,163,188
350,1/15/2012,1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,33,173,206
351,1/15/2012,1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,31,174,205
352,1/15/2012,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,15,131,146
353,1/15/2012,1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,7,113,120
354,1/15/2012,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,9,101,110
355,1/15/2012,1,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,10,85,95
356,1/15/2012,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,1,71,72
357,1/15/2012,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,2,58,60
358,1/15/2012,1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,3,26,29
359,1/16/2012,1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,2,23,25
360,1/16/2012,1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,2,18,20
361,1/16/2012,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0,3,14,17
362,1/16/2012,1,1,1,3,1,1,0,1,0.12,0.197,0.5,0,0,3,3
363,1/16/2012,1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,2,6,8
364,1/16/2012,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,1,5,6
365,1/16/2012,1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,0,13,13
366,1/16/2012,1,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,5,28,33
367,1/16/2012,1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,3,75,78
368,1/16/2012,1,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,7,89,96
369,1/16/2012,1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,19,107,126
370,1/16/2012,1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,21,158,179
371,1/16/2012,1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,20,165,185
372,1/16/2012,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,26,202,228
373,1/16/2012,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,23,158,181
374,1/16/2012,1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,17,175,192
375,1/16/2012,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,22,158,180
376,1/16/2012,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,19,174,193
377,1/16/2012,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175,181
378,1/16/2012,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,10,134,144
379,1/16/2012,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88,90
380,1/16/2012,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,3,46,49
381,1/16/2012,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,4,39,43
382,1/16/2012,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28,28
383,1/17/2012,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0,12,12
384,1/17/2012,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,0,2,2
385,1/17/2012,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0,12,12
386,1/17/2012,1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,0,2,2
387,1/17/2012,1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,0,13,13
388,1/17/2012,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,0,57,57
389,1/17/2012,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,5,121,126
390,1/17/2012,1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,3,90,93
391,1/17/2012,1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,7,61,68
392,1/17/2012,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,1,61,62
393,1/17/2012,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,2,73,75
394,1/17/2012,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,3,83,86
395,1/17/2012,1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,8,95,103
396,1/17/2012,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,12,120,132
397,1/17/2012,1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,6,123,129
398,1/17/2012,1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,14,205,219
399,1/17/2012,1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,20,442,462
400,1/17/2012,1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,12,451,463
401,1/17/2012,1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,11,297,308
402,1/17/2012,1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,11,169,180
403,1/17/2012,1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,6,174,180
404,1/17/2012,1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,5,85,90
405,1/17/2012,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,1,60,61
406,1/18/2012,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,3,14,17
407,1/18/2012,1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,0,10,10
408,1/18/2012,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,1,2
409,1/18/2012,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,1,3,4
410,1/18/2012,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,0,1,1
411,1/18/2012,1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,0,29,29
412,1/18/2012,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0,88,88
413,1/18/2012,1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1,262,263
414,1/18/2012,1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,15,474,489
415,1/18/2012,1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,6,196,202
416,1/18/2012,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,5,88,93
417,1/18/2012,1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,4,110,114
418,1/18/2012,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155,161
419,1/18/2012,1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,6,124,130
420,1/18/2012,1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,7,98,105
421,1/18/2012,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122,130
422,1/18/2012,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,13,163,176
423,1/18/2012,1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,8,338,346
424,1/18/2012,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,8,347,355
425,1/18/2012,1,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,5,251,256
426,1/18/2012,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,1,164,165
427,1/18/2012,1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,5,119,124
428,1/18/2012,1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,4,74,78
429,1/18/2012,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,2,36,38
430,1/19/2012,1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,0,16,16
431,1/19/2012,1,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,0,5,5
432,1/19/2012,1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,0,3,3
433,1/19/2012,1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,0,4,4
434,1/19/2012,1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,0,1,1
435,1/19/2012,1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,0,19,19
436,1/19/2012,1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,0,86,86
437,1/19/2012,1,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,2,204,206
438,1/19/2012,1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,9,414,423
439,1/19/2012,1,1,1,9,0,4,1,1,0.12,0.197,0.54,0,6,204,210
440,1/19/2012,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0,10,98,108
441,1/19/2012,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93,99
442,1/19/2012,1,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,5,106,111
443,1/19/2012,1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,6,118,124
444,1/19/2012,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,15,104,119
445,1/19/2012,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118,127
446,1/19/2012,1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,8,185,193
447,1/19/2012,1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,21,364,385
448,1/19/2012,1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,16,345,361
449,1/19/2012,1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,5,229,234
450,1/19/2012,1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,7,184,191
451,1/19/2012,1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,4,117,121
452,1/19/2012,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,0,90,90
453,1/19/2012,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,1,55,56
454,1/20/2012,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24,27
455,1/20/2012,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,15,15
456,1/20/2012,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,0,11,11
457,1/20/2012,1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,0,4,4
458,1/20/2012,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,0,3,3
459,1/20/2012,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,0,19,19
460,1/20/2012,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,0,68,68
461,1/20/2012,1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,2,183,185
462,1/20/2012,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,4,421,425
463,1/20/2012,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,21,242,263
464,1/20/2012,1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,1,96,97
465,1/20/2012,1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,6,117,123
466,1/20/2012,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,5,119,124
467,1/20/2012,1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,12,144,156
468,1/20/2012,1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,8,107,115
469,1/20/2012,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,12,144,156
470,1/20/2012,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163,174
471,1/20/2012,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,9,340,349
472,1/20/2012,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,5,296,301
473,1/20/2012,1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,6,186,192
474,1/20/2012,1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,1,141,142
475,1/20/2012,1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,5,99,104
476,1/20/2012,1,1,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,1,71,72
477,1/20/2012,1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,3,35,38
478,1/21/2012,1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,0,24,24
479,1/21/2012,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,1,22,23
480,1/21/2012,1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0,1,25,26
481,1/21/2012,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13,13
482,1/21/2012,1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,0,1,1
483,1/21/2012,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,0,2,2
484,1/21/2012,1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,0,1,1
485,1/21/2012,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,3,10,13
486,1/21/2012,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,3,22,25
487,1/21/2012,1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,2,40,42
488,1/21/2012,1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,0,45,45
489,1/21/2012,1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,1,62,63
490,1/21/2012,1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,5,62,67
491,1/21/2012,1,1,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,10,66,76
492,1/21/2012,1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,6,89,95
493,1/21/2012,1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194,6,113,119
494,1/21/2012,1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,5,113,118
495,1/21/2012,1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,7,99,106
496,1/21/2012,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,3,107,110
497,1/21/2012,1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,0,85,85
498,1/21/2012,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,5,62,67
499,1/21/2012,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,5,64,69
500,1/21/2012,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,3,56,59
501,1/21/2012,1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,1,51,52
502,1/22/2012,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,1,51,52
503,1/22/2012,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,1,49,50
504,1/22/2012,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,1,46,47
505,1/22/2012,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,1,20,21
506,1/22/2012,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,1,1,2
507,1/22/2012,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,1,2,3
508,1/22/2012,1,1,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,0,4,4
509,1/22/2012,1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,2,11,13
510,1/22/2012,1,1,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,3,29,32
511,1/22/2012,1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,9,54,63
512,1/22/2012,1,1,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,9,120,129
513,1/22/2012,1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,18,115,133
514,1/22/2012,1,1,1,12,0,0,0,2,0.16,0.1515,0.8,0.2239,24,161,185
515,1/22/2012,1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,24,175,199
516,1/22/2012,1,1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,19,163,182
517,1/22/2012,1,1,1,15,0,0,0,2,0.16,0.1515,0.8,0.194,27,149,176
518,1/22/2012,1,1,1,16,0,0,0,2,0.16,0.1515,0.8,0.194,12,143,155
519,1/22/2012,1,1,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,8,100,108
520,1/22/2012,1,1,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,11,110,121
521,1/22/2012,1,1,1,19,0,0,0,3,0.16,0.1818,0.86,0.1045,9,80,89
522,1/22/2012,1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,5,69,74
523,1/22/2012,1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,8,36,44
524,1/22/2012,1,1,1,22,0,0,0,2,0.16,0.197,0.93,0.0896,0,58,58
525,1/22/2012,1,1,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,2,35,37
526,1/23/2012,1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0,2,17,19
527,1/23/2012,1,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,0,4,4
528,1/23/2012,1,1,1,2,0,1,1,2,0.18,0.2121,0.86,0.1045,0,2,2
529,1/23/2012,1,1,1,3,0,1,1,2,0.18,0.2424,0.86,0,0,1,1
530,1/23/2012,1,1,1,4,0,1,1,2,0.2,0.2576,0.8,0,0,1,1
531,1/23/2012,1,1,1,5,0,1,1,2,0.2,0.2576,0.86,0,0,19,19
532,1/23/2012,1,1,1,6,0,1,1,2,0.2,0.2576,0.86,0,6,36,42
533,1/23/2012,1,1,1,7,0,1,1,3,0.2,0.2576,0.86,0,8,114,122
534,1/23/2012,1,1,1,8,0,1,1,3,0.2,0.2121,0.86,0.1343,5,267,272
535,1/23/2012,1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,13,198,211
536,1/23/2012,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0,10,139,149
537,1/23/2012,1,1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,5,57,62
538,1/23/2012,1,1,1,12,0,1,1,2,0.22,0.2727,0.93,0,10,52,62
539,1/23/2012,1,1,1,13,0,1,1,3,0.22,0.2576,0.93,0.0896,5,32,37
540,1/23/2012,1,1,1,14,0,1,1,3,0.22,0.2273,0.93,0.194,13,48,61
541,1/23/2012,1,1,1,15,0,1,1,2,0.22,0.2121,1,0.2239,10,64,74
542,1/23/2012,1,1,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,14,108,122
543,1/23/2012,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,6,270,276
544,1/23/2012,1,1,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,7,275,282
545,1/23/2012,1,1,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,9,211,220
546,1/23/2012,1,1,1,20,0,1,1,2,0.26,0.2576,1,0.1642,8,161,169
547,1/23/2012,1,1,1,21,0,1,1,2,0.26,0.2424,1,0.2836,8,112,120
548,1/23/2012,1,1,1,22,0,1,1,2,0.26,0.2424,1,0.2836,4,64,68
549,1/23/2012,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,2,35,37
550,1/24/2012,1,1,1,0,0,2,1,2,0.3,0.2879,1,0.2836,6,19,25
551,1/24/2012,1,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,2,7,9
552,1/24/2012,1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,2,6,8
553,1/24/2012,1,1,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,0,3,3
554,1/24/2012,1,1,1,4,0,2,1,2,0.3,0.3182,1,0.0896,0,2,2
555,1/24/2012,1,1,1,5,0,2,1,2,0.3,0.3182,1,0.0896,0,26,26
556,1/24/2012,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,1,88,89
557,1/24/2012,1,1,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,11,221,232
558,1/24/2012,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479,490
559,1/24/2012,1,1,1,9,0,2,1,2,0.32,0.3333,0.87,0.0896,11,244,255
560,1/24/2012,1,1,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,23,93,116
561,1/24/2012,1,1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,30,123,153
562,1/24/2012,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,25,150,175
563,1/24/2012,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,33,170,203
564,1/24/2012,1,1,1,14,0,2,1,1,0.36,0.3485,0.81,0.2239,35,138,173
565,1/24/2012,1,1,1,15,0,2,1,2,0.4,0.4091,0.71,0.1642,52,156,208
566,1/24/2012,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,35,243,278
567,1/24/2012,1,1,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,41,474,515
568,1/24/2012,1,1,1,18,0,2,1,1,0.4,0.4091,0.62,0.0896,32,391,423
569,1/24/2012,1,1,1,19,0,2,1,1,0.44,0.4394,0.51,0.0896,20,311,331
570,1/24/2012,1,1,1,20,0,2,1,1,0.32,0.3485,0.76,0,18,211,229
571,1/24/2012,1,1,1,21,0,2,1,1,0.36,0.3788,0.71,0,18,154,172
